customer_id,monetary,engagement_days,m_score,e_score,segment
864,41,14.0,1,3,Regular
865,59,365.0,2,1,At Risk
866,26,365.0,1,1,At Risk
867,69,14.0,2,3,Regular
868,20,14.0,1,3,Regular
869,83,90.0,3,2,Regular
870,54,7.0,2,3,Regular
871,66,14.0,2,3,Regular
872,42,90.0,1,2,Regular
873,33,90.0,1,2,Regular
874,77,90.0,3,2,Regular
875,65,90.0,2,2,Regular
876,39,90.0,1,2,Regular
877,51,7.0,2,3,Regular
878,65,90.0,2,2,Regular
879,89,7.0,3,3,High Value
880,76,90.0,3,2,Regular
881,75,30.0,3,2,Regular
882,61,365.0,2,1,At Risk
883,35,90.0,1,2,Regular
884,37,30.0,1,2,Regular
885,91,7.0,3,3,High Value
886,99,90.0,3,2,Regular
887,54,30.0,2,2,Regular
888,47,14.0,2,3,Regular
889,77,365.0,3,1,At Risk
890,84,7.0,3,3,High Value
891,51,30.0,2,2,Regular
892,26,90.0,1,2,Regular
893,64,30.0,2,2,Regular
894,51,30.0,2,2,Regular
895,60,90.0,2,2,Regular
896,69,90.0,2,2,Regular
897,29,14.0,1,3,Regular
898,91,7.0,3,3,High Value
899,70,90.0,2,2,Regular
900,58,365.0,2,1,At Risk
901,98,90.0,3,2,Regular
902,68,30.0,2,2,Regular
903,44,30.0,1,2,Regular
904,45,90.0,1,2,Regular
905,99,90.0,3,2,Regular
906,68,365.0,2,1,At Risk
907,56,14.0,2,3,Regular
908,43,14.0,1,3,Regular
909,99,90.0,3,2,Regular
910,56,7.0,2,3,Regular
911,25,30.0,1,2,Regular
912,74,90.0,3,2,Regular
913,56,30.0,2,2,Regular
914,47,90.0,2,2,Regular
915,67,90.0,2,2,Regular
916,22,14.0,1,3,Regular
917,34,30.0,1,2,Regular
918,64,90.0,2,2,Regular
919,42,14.0,1,3,Regular
920,82,14.0,3,3,High Value
921,81,7.0,3,3,High Value
922,24,7.0,1,3,Regular
923,60,30.0,2,2,Regular
924,24,7.0,1,3,Regular
925,78,90.0,3,2,Regular
926,88,30.0,3,2,Regular
927,63,14.0,2,3,Regular
928,78,14.0,3,3,High Value
929,37,90.0,1,2,Regular
930,94,14.0,3,3,High Value
931,78,14.0,3,3,High Value
932,36,14.0,1,3,Regular
933,24,14.0,1,3,Regular
934,84,30.0,3,2,Regular
935,47,30.0,2,2,Regular
936,51,14.0,2,3,Regular
937,84,7.0,3,3,High Value
938,24,90.0,1,2,Regular
939,97,14.0,3,3,High Value
940,89,30.0,3,2,Regular
941,44,90.0,1,2,Regular
942,35,90.0,1,2,Regular
943,91,14.0,3,3,High Value
944,63,14.0,2,3,Regular
945,97,14.0,3,3,High Value
946,38,90.0,1,2,Regular
947,24,90.0,1,2,Regular
948,32,90.0,1,2,Regular
949,90,90.0,3,2,Regular
950,36,30.0,1,2,Regular
951,37,90.0,1,2,Regular
952,51,30.0,2,2,Regular
953,71,30.0,2,2,Regular
954,50,90.0,2,2,Regular
955,74,90.0,3,2,Regular
956,75,30.0,3,2,Regular
957,99,90.0,3,2,Regular
958,23,90.0,1,2,Regular
959,53,14.0,2,3,Regular
960,99,14.0,3,3,High Value
961,48,90.0,2,2,Regular
962,72,90.0,2,2,Regular
963,64,14.0,2,3,Regular
964,63,7.0,2,3,Regular
965,51,14.0,2,3,Regular
966,55,365.0,2,1,At Risk
967,55,365.0,2,1,At Risk
968,26,7.0,1,3,Regular
969,67,90.0,2,2,Regular
970,31,30.0,1,2,Regular
971,66,30.0,2,2,Regular
972,67,7.0,2,3,Regular
973,61,7.0,2,3,Regular
974,75,90.0,3,2,Regular
975,90,30.0,3,2,Regular
976,40,7.0,1,3,Regular
977,90,90.0,3,2,Regular
978,20,14.0,1,3,Regular
979,40,7.0,1,3,Regular
980,33,30.0,1,2,Regular
981,98,90.0,3,2,Regular
982,42,90.0,1,2,Regular
983,62,30.0,2,2,Regular
984,45,14.0,1,3,Regular
985,78,14.0,3,3,High Value
986,80,365.0,3,1,At Risk
987,96,30.0,3,2,Regular
988,47,7.0,2,3,Regular
989,84,14.0,3,3,High Value
990,31,30.0,1,2,Regular
991,63,7.0,2,3,Regular
992,97,14.0,3,3,High Value
993,99,7.0,3,3,High Value
994,90,7.0,3,3,High Value
995,68,30.0,2,2,Regular
996,80,7.0,3,3,High Value
997,91,90.0,3,2,Regular
998,30,14.0,1,3,Regular
999,90,14.0,3,3,High Value
1000,28,30.0,1,2,Regular
1001,46,14.0,2,3,Regular
1002,60,14.0,2,3,Regular
1003,59,14.0,2,3,Regular
1004,68,14.0,2,3,Regular
1005,79,365.0,3,1,At Risk
1006,94,14.0,3,3,High Value
1007,83,90.0,3,2,Regular
1008,62,365.0,2,1,At Risk
1009,85,365.0,3,1,At Risk
1010,30,365.0,1,1,At Risk
1011,24,14.0,1,3,Regular
1012,25,14.0,1,3,Regular
1013,37,365.0,1,1,At Risk
1014,69,14.0,2,3,Regular
1015,97,14.0,3,3,High Value
1016,24,7.0,1,3,Regular
1017,30,90.0,1,2,Regular
1018,53,365.0,2,1,At Risk
1019,70,7.0,2,3,Regular
1020,76,14.0,3,3,High Value
1021,95,365.0,3,1,At Risk
1022,51,7.0,2,3,Regular
1023,41,365.0,1,1,At Risk
1024,71,90.0,2,2,Regular
1025,66,90.0,2,2,Regular
1026,84,365.0,3,1,At Risk
1027,95,14.0,3,3,High Value
1028,90,30.0,3,2,Regular
1029,36,14.0,1,3,Regular
1030,22,14.0,1,3,Regular
1031,89,90.0,3,2,Regular
1032,50,90.0,2,2,Regular
1033,36,90.0,1,2,Regular
1034,52,90.0,2,2,Regular
1035,29,7.0,1,3,Regular
1036,89,365.0,3,1,At Risk
1037,47,30.0,2,2,Regular
1038,25,90.0,1,2,Regular
1039,74,7.0,3,3,High Value
1040,46,30.0,2,2,Regular
1041,22,14.0,1,3,Regular
1042,25,14.0,1,3,Regular
1043,80,7.0,3,3,High Value
1044,76,14.0,3,3,High Value
1045,30,90.0,1,2,Regular
1046,79,14.0,3,3,High Value
1047,22,365.0,1,1,At Risk
1048,36,14.0,1,3,Regular
1049,77,14.0,3,3,High Value
1050,33,90.0,1,2,Regular
1051,64,30.0,2,2,Regular
1052,53,365.0,2,1,At Risk
1053,36,14.0,1,3,Regular
1054,70,14.0,2,3,Regular
1055,96,90.0,3,2,Regular
1056,27,365.0,1,1,At Risk
1057,64,14.0,2,3,Regular
1058,23,7.0,1,3,Regular
1059,33,90.0,1,2,Regular
1060,34,30.0,1,2,Regular
1061,35,90.0,1,2,Regular
1062,62,90.0,2,2,Regular
1063,75,90.0,3,2,Regular
1064,29,30.0,1,2,Regular
1065,28,90.0,1,2,Regular
1066,20,90.0,1,2,Regular
1067,96,14.0,3,3,High Value
1068,43,90.0,1,2,Regular
1069,94,7.0,3,3,High Value
1070,81,90.0,3,2,Regular
1071,75,7.0,3,3,High Value
1072,81,30.0,3,2,Regular
1073,92,14.0,3,3,High Value
1074,96,30.0,3,2,Regular
1075,71,14.0,2,3,Regular
1076,50,14.0,2,3,Regular
1077,72,14.0,2,3,Regular
1078,28,90.0,1,2,Regular
1079,59,14.0,2,3,Regular
1080,33,30.0,1,2,Regular
1081,59,90.0,2,2,Regular
1082,30,365.0,1,1,At Risk
1083,85,90.0,3,2,Regular
1084,97,7.0,3,3,High Value
1085,36,90.0,1,2,Regular
1086,85,14.0,3,3,High Value
1087,62,14.0,2,3,Regular
1088,71,30.0,2,2,Regular
1089,21,7.0,1,3,Regular
1090,61,14.0,2,3,Regular
1091,58,14.0,2,3,Regular
1092,80,14.0,3,3,High Value
1093,50,90.0,2,2,Regular
1094,48,90.0,2,2,Regular
1095,40,90.0,1,2,Regular
1096,34,90.0,1,2,Regular
1097,46,365.0,2,1,At Risk
1098,27,7.0,1,3,Regular
1099,98,7.0,3,3,High Value
1100,73,14.0,2,3,Regular
1101,28,7.0,1,3,Regular
1102,76,14.0,3,3,High Value
1103,83,14.0,3,3,High Value
1104,23,14.0,1,3,Regular
1105,28,90.0,1,2,Regular
1106,83,90.0,3,2,Regular
1107,96,14.0,3,3,High Value
1108,62,7.0,2,3,Regular
1109,25,14.0,1,3,Regular
1110,97,7.0,3,3,High Value
1111,61,14.0,2,3,Regular
1112,66,14.0,2,3,Regular
1113,67,90.0,2,2,Regular
1114,80,14.0,3,3,High Value
1115,25,90.0,1,2,Regular
1116,58,7.0,2,3,Regular
1117,96,14.0,3,3,High Value
1118,77,30.0,3,2,Regular
1119,65,90.0,2,2,Regular
1120,36,7.0,1,3,Regular
1121,84,30.0,3,2,Regular
1122,58,90.0,2,2,Regular
1123,62,365.0,2,1,At Risk
1124,67,30.0,2,2,Regular
1125,20,90.0,1,2,Regular
1126,90,7.0,3,3,High Value
1127,58,14.0,2,3,Regular
1128,53,30.0,2,2,Regular
1129,30,30.0,1,2,Regular
1130,65,14.0,2,3,Regular
1131,41,14.0,1,3,Regular
1132,73,30.0,2,2,Regular
1133,98,14.0,3,3,High Value
1134,36,7.0,1,3,Regular
1135,81,90.0,3,2,Regular
1136,90,90.0,3,2,Regular
1137,83,30.0,3,2,Regular
1138,91,90.0,3,2,Regular
1139,36,14.0,1,3,Regular
1140,53,14.0,2,3,Regular
1141,39,90.0,1,2,Regular
1142,33,14.0,1,3,Regular
1143,76,14.0,3,3,High Value
1144,23,90.0,1,2,Regular
1145,54,14.0,2,3,Regular
1146,89,90.0,3,2,Regular
1147,38,90.0,1,2,Regular
1148,36,365.0,1,1,At Risk
1149,66,14.0,2,3,Regular
1150,42,365.0,1,1,At Risk
1151,36,14.0,1,3,Regular
1152,86,7.0,3,3,High Value
1153,49,90.0,2,2,Regular
1154,41,90.0,1,2,Regular
1155,82,14.0,3,3,High Value
1156,53,90.0,2,2,Regular
1157,21,90.0,1,2,Regular
1158,66,90.0,2,2,Regular
1159,89,365.0,3,1,At Risk
1160,55,90.0,2,2,Regular
1161,42,14.0,1,3,Regular
1162,52,30.0,2,2,Regular
1163,92,7.0,3,3,High Value
1164,56,30.0,2,2,Regular
1165,96,90.0,3,2,Regular
1166,64,90.0,2,2,Regular
1167,48,14.0,2,3,Regular
1168,83,90.0,3,2,Regular
1169,91,14.0,3,3,High Value
1170,94,365.0,3,1,At Risk
1171,62,14.0,2,3,Regular
1172,55,365.0,2,1,At Risk
1173,68,14.0,2,3,Regular
1174,76,14.0,3,3,High Value
1175,31,14.0,1,3,Regular
1176,81,90.0,3,2,Regular
1177,83,90.0,3,2,Regular
1178,21,30.0,1,2,Regular
1179,22,365.0,1,1,At Risk
1180,33,365.0,1,1,At Risk
1181,23,30.0,1,2,Regular
1182,96,90.0,3,2,Regular
1183,21,90.0,1,2,Regular
1184,39,7.0,1,3,Regular
1185,73,365.0,2,1,At Risk
1186,64,30.0,2,2,Regular
1187,68,365.0,2,1,At Risk
1188,89,90.0,3,2,Regular
1189,29,7.0,1,3,Regular
1190,97,365.0,3,1,At Risk
1191,45,7.0,1,3,Regular
1192,70,90.0,2,2,Regular
1193,56,90.0,2,2,Regular
1194,55,14.0,2,3,Regular
1195,46,14.0,2,3,Regular
1196,95,30.0,3,2,Regular
1197,88,14.0,3,3,High Value
1198,92,365.0,3,1,At Risk
1199,49,365.0,2,1,At Risk
1200,89,7.0,3,3,High Value
1201,22,7.0,1,3,Regular
1202,61,14.0,2,3,Regular
1203,29,90.0,1,2,Regular
1204,82,365.0,3,1,At Risk
1205,94,90.0,3,2,Regular
1206,99,14.0,3,3,High Value
1207,59,90.0,2,2,Regular
1208,90,90.0,3,2,Regular
1209,100,365.0,3,1,At Risk
1210,62,30.0,2,2,Regular
1211,78,90.0,3,2,Regular
1212,94,90.0,3,2,Regular
1213,74,7.0,3,3,High Value
1214,52,90.0,2,2,Regular
1215,81,90.0,3,2,Regular
1216,20,90.0,1,2,Regular
1217,32,90.0,1,2,Regular
1218,63,90.0,2,2,Regular
1219,79,90.0,3,2,Regular
1220,23,14.0,1,3,Regular
1221,64,90.0,2,2,Regular
1222,69,90.0,2,2,Regular
1223,69,365.0,2,1,At Risk
1224,24,7.0,1,3,Regular
1225,50,7.0,2,3,Regular
1226,97,7.0,3,3,High Value
1227,91,14.0,3,3,High Value
1228,37,14.0,1,3,Regular
1229,55,365.0,2,1,At Risk
1230,52,365.0,2,1,At Risk
1231,80,30.0,3,2,Regular
1232,79,14.0,3,3,High Value
1233,23,90.0,1,2,Regular
1234,73,90.0,2,2,Regular
1235,99,14.0,3,3,High Value
1236,22,90.0,1,2,Regular
1237,68,90.0,2,2,Regular
1238,92,90.0,3,2,Regular
1239,77,14.0,3,3,High Value
1240,37,90.0,1,2,Regular
1241,79,365.0,3,1,At Risk
1242,51,7.0,2,3,Regular
1243,27,90.0,1,2,Regular
1244,23,365.0,1,1,At Risk
1245,76,30.0,3,2,Regular
1246,31,7.0,1,3,Regular
1247,60,30.0,2,2,Regular
1248,99,14.0,3,3,High Value
1249,37,365.0,1,1,At Risk
1250,50,14.0,2,3,Regular
1251,26,30.0,1,2,Regular
1252,86,30.0,3,2,Regular
1253,41,90.0,1,2,Regular
1254,23,365.0,1,1,At Risk
1255,56,14.0,2,3,Regular
1256,68,14.0,2,3,Regular
1257,48,14.0,2,3,Regular
1258,67,90.0,2,2,Regular
1259,87,90.0,3,2,Regular
1260,64,30.0,2,2,Regular
1261,93,90.0,3,2,Regular
1262,29,14.0,1,3,Regular
1263,62,30.0,2,2,Regular
1264,70,14.0,2,3,Regular
1265,92,14.0,3,3,High Value
1266,79,7.0,3,3,High Value
1267,31,90.0,1,2,Regular
1268,83,7.0,3,3,High Value
1269,88,14.0,3,3,High Value
1270,53,90.0,2,2,Regular
1271,98,365.0,3,1,At Risk
1272,57,365.0,2,1,At Risk
1273,80,30.0,3,2,Regular
1274,29,90.0,1,2,Regular
1275,73,90.0,2,2,Regular
1276,32,30.0,1,2,Regular
1277,68,7.0,2,3,Regular
1278,97,90.0,3,2,Regular
1279,98,14.0,3,3,High Value
1280,56,365.0,2,1,At Risk
1281,78,90.0,3,2,Regular
1282,81,14.0,3,3,High Value
1283,68,30.0,2,2,Regular
1284,94,90.0,3,2,Regular
1285,93,14.0,3,3,High Value
1286,99,14.0,3,3,High Value
1287,49,14.0,2,3,Regular
1288,28,30.0,1,2,Regular
1289,93,14.0,3,3,High Value
1290,24,7.0,1,3,Regular
1291,35,365.0,1,1,At Risk
1292,68,14.0,2,3,Regular
1293,61,365.0,2,1,At Risk
1294,74,365.0,3,1,At Risk
1295,64,90.0,2,2,Regular
1296,60,7.0,2,3,Regular
1297,29,14.0,1,3,Regular
1298,85,365.0,3,1,At Risk
1299,81,14.0,3,3,High Value
1300,23,14.0,1,3,Regular
1301,100,90.0,3,2,Regular
1302,54,7.0,2,3,Regular
1303,25,30.0,1,2,Regular
1304,32,365.0,1,1,At Risk
1305,63,90.0,2,2,Regular
1306,56,90.0,2,2,Regular
1307,33,365.0,1,1,At Risk
1308,32,365.0,1,1,At Risk
1309,38,90.0,1,2,Regular
1310,21,90.0,1,2,Regular
1311,59,90.0,2,2,Regular
1312,87,365.0,3,1,At Risk
1313,79,30.0,3,2,Regular
1314,28,14.0,1,3,Regular
1315,67,365.0,2,1,At Risk
1316,75,90.0,3,2,Regular
1317,32,14.0,1,3,Regular
1318,43,30.0,1,2,Regular
1319,93,14.0,3,3,High Value
1320,24,7.0,1,3,Regular
1321,31,365.0,1,1,At Risk
1322,84,90.0,3,2,Regular
1323,74,90.0,3,2,Regular
1324,62,90.0,2,2,Regular
1325,77,14.0,3,3,High Value
1326,73,30.0,2,2,Regular
1327,50,30.0,2,2,Regular
1328,40,7.0,1,3,Regular
1329,97,7.0,3,3,High Value
1330,63,90.0,2,2,Regular
1331,65,14.0,2,3,Regular
1332,91,14.0,3,3,High Value
1333,60,90.0,2,2,Regular
1334,69,90.0,2,2,Regular
1335,52,30.0,2,2,Regular
1336,49,7.0,2,3,Regular
1337,85,14.0,3,3,High Value
1338,86,14.0,3,3,High Value
1339,51,14.0,2,3,Regular
1340,56,90.0,2,2,Regular
1341,72,90.0,2,2,Regular
1342,27,90.0,1,2,Regular
1343,43,30.0,1,2,Regular
1344,56,30.0,2,2,Regular
1345,37,365.0,1,1,At Risk
1346,21,7.0,1,3,Regular
1347,91,14.0,3,3,High Value
1348,95,30.0,3,2,Regular
1349,54,14.0,2,3,Regular
1350,36,14.0,1,3,Regular
1351,71,90.0,2,2,Regular
1352,31,90.0,1,2,Regular
1353,89,14.0,3,3,High Value
1354,83,90.0,3,2,Regular
1355,42,90.0,1,2,Regular
1356,91,14.0,3,3,High Value
1357,61,365.0,2,1,At Risk
1358,66,90.0,2,2,Regular
1359,22,90.0,1,2,Regular
1360,68,14.0,2,3,Regular
1361,43,365.0,1,1,At Risk
1362,32,30.0,1,2,Regular
1363,46,7.0,2,3,Regular
1364,90,90.0,3,2,Regular
1365,75,90.0,3,2,Regular
1366,69,14.0,2,3,Regular
1367,40,14.0,1,3,Regular
1368,63,90.0,2,2,Regular
1369,36,7.0,1,3,Regular
1370,75,14.0,3,3,High Value
1371,67,90.0,2,2,Regular
1372,64,30.0,2,2,Regular
1373,61,14.0,2,3,Regular
1374,40,90.0,1,2,Regular
1375,97,90.0,3,2,Regular
1376,31,365.0,1,1,At Risk
1377,65,365.0,2,1,At Risk
1378,54,30.0,2,2,Regular
1379,49,7.0,2,3,Regular
1380,64,14.0,2,3,Regular
1381,35,14.0,1,3,Regular
1382,86,90.0,3,2,Regular
1383,55,90.0,2,2,Regular
1384,58,30.0,2,2,Regular
1385,96,7.0,3,3,High Value
1386,64,14.0,2,3,Regular
1387,56,90.0,2,2,Regular
1388,85,30.0,3,2,Regular
1389,23,90.0,1,2,Regular
1390,72,14.0,2,3,Regular
1391,38,7.0,1,3,Regular
1392,29,365.0,1,1,At Risk
1393,46,90.0,2,2,Regular
1394,58,14.0,2,3,Regular
1395,43,7.0,1,3,Regular
1396,32,14.0,1,3,Regular
1397,30,30.0,1,2,Regular
1398,67,365.0,2,1,At Risk
1399,45,7.0,1,3,Regular
1400,81,365.0,3,1,At Risk
1401,23,90.0,1,2,Regular
1402,59,7.0,2,3,Regular
1403,21,30.0,1,2,Regular
1404,20,14.0,1,3,Regular
1405,28,7.0,1,3,Regular
1406,100,30.0,3,2,Regular
1407,46,30.0,2,2,Regular
1408,61,365.0,2,1,At Risk
1409,58,7.0,2,3,Regular
1410,50,14.0,2,3,Regular
1411,93,365.0,3,1,At Risk
1412,24,90.0,1,2,Regular
1413,100,365.0,3,1,At Risk
1414,79,90.0,3,2,Regular
1415,51,14.0,2,3,Regular
1416,90,90.0,3,2,Regular
1417,56,90.0,2,2,Regular
1418,25,14.0,1,3,Regular
1419,75,90.0,3,2,Regular
1420,75,90.0,3,2,Regular
1421,53,90.0,2,2,Regular
1422,100,14.0,3,3,High Value
1423,27,14.0,1,3,Regular
1424,60,90.0,2,2,Regular
1425,23,90.0,1,2,Regular
1426,40,365.0,1,1,At Risk
1427,38,90.0,1,2,Regular
1428,90,365.0,3,1,At Risk
1429,97,90.0,3,2,Regular
1430,38,90.0,1,2,Regular
1431,30,14.0,1,3,Regular
1432,88,90.0,3,2,Regular
1433,33,90.0,1,2,Regular
1434,60,7.0,2,3,Regular
1435,64,14.0,2,3,Regular
1436,95,7.0,3,3,High Value
1437,83,14.0,3,3,High Value
1438,97,365.0,3,1,At Risk
1439,38,30.0,1,2,Regular
1440,48,14.0,2,3,Regular
1441,76,30.0,3,2,Regular
1442,25,90.0,1,2,Regular
1443,92,365.0,3,1,At Risk
1444,47,30.0,2,2,Regular
1445,36,90.0,1,2,Regular
1446,51,365.0,2,1,At Risk
1447,35,90.0,1,2,Regular
1448,57,30.0,2,2,Regular
1449,95,90.0,3,2,Regular
1450,41,90.0,1,2,Regular
1451,44,90.0,1,2,Regular
1452,34,90.0,1,2,Regular
1453,25,90.0,1,2,Regular
1454,93,14.0,3,3,High Value
1455,50,365.0,2,1,At Risk
1456,79,90.0,3,2,Regular
1457,100,90.0,3,2,Regular
1458,57,14.0,2,3,Regular
1459,28,7.0,1,3,Regular
1460,35,14.0,1,3,Regular
1461,85,14.0,3,3,High Value
1462,95,90.0,3,2,Regular
1463,90,90.0,3,2,Regular
1464,49,30.0,2,2,Regular
1465,92,90.0,3,2,Regular
1466,72,14.0,2,3,Regular
1467,71,365.0,2,1,At Risk
1468,27,14.0,1,3,Regular
1469,39,14.0,1,3,Regular
1470,98,90.0,3,2,Regular
1471,27,90.0,1,2,Regular
1472,71,90.0,2,2,Regular
1473,24,7.0,1,3,Regular
1474,63,90.0,2,2,Regular
1475,72,30.0,2,2,Regular
1476,61,30.0,2,2,Regular
1477,56,30.0,2,2,Regular
1478,32,90.0,1,2,Regular
1479,23,14.0,1,3,Regular
1480,100,7.0,3,3,High Value
1481,74,90.0,3,2,Regular
1482,33,90.0,1,2,Regular
1483,67,7.0,2,3,Regular
1484,61,14.0,2,3,Regular
1485,46,90.0,2,2,Regular
1486,56,14.0,2,3,Regular
1487,73,90.0,2,2,Regular
1488,44,365.0,1,1,At Risk
1489,44,7.0,1,3,Regular
1490,26,90.0,1,2,Regular
1491,52,14.0,2,3,Regular
1492,54,90.0,2,2,Regular
1493,38,90.0,1,2,Regular
1494,44,90.0,1,2,Regular
1495,76,14.0,3,3,High Value
1496,23,7.0,1,3,Regular
1497,98,14.0,3,3,High Value
1498,33,90.0,1,2,Regular
1499,32,14.0,1,3,Regular
1500,85,90.0,3,2,Regular
1501,69,30.0,2,2,Regular
1502,55,90.0,2,2,Regular
1503,66,14.0,2,3,Regular
1504,30,90.0,1,2,Regular
1505,80,30.0,3,2,Regular
1506,20,30.0,1,2,Regular
1507,30,90.0,1,2,Regular
1508,86,365.0,3,1,At Risk
1509,84,90.0,3,2,Regular
1510,54,365.0,2,1,At Risk
1511,30,365.0,1,1,At Risk
1512,91,7.0,3,3,High Value
1513,23,14.0,1,3,Regular
1514,35,30.0,1,2,Regular
1515,90,7.0,3,3,High Value
1516,93,7.0,3,3,High Value
1517,68,14.0,2,3,Regular
1518,41,90.0,1,2,Regular
1519,73,14.0,2,3,Regular
1520,73,7.0,2,3,Regular
1521,66,90.0,2,2,Regular
1522,59,7.0,2,3,Regular
1523,72,30.0,2,2,Regular
1524,88,365.0,3,1,At Risk
1525,76,14.0,3,3,High Value
1526,31,14.0,1,3,Regular
1527,22,30.0,1,2,Regular
1528,75,14.0,3,3,High Value
1529,75,14.0,3,3,High Value
1530,63,14.0,2,3,Regular
1531,21,90.0,1,2,Regular
1532,83,14.0,3,3,High Value
1533,46,90.0,2,2,Regular
1534,59,90.0,2,2,Regular
1535,66,14.0,2,3,Regular
1536,74,30.0,3,2,Regular
1537,82,90.0,3,2,Regular
1538,89,365.0,3,1,At Risk
1539,65,14.0,2,3,Regular
1540,55,90.0,2,2,Regular
1541,95,30.0,3,2,Regular
1542,77,14.0,3,3,High Value
1543,44,7.0,1,3,Regular
1544,89,365.0,3,1,At Risk
1545,24,14.0,1,3,Regular
1546,43,365.0,1,1,At Risk
1547,51,365.0,2,1,At Risk
1548,46,90.0,2,2,Regular
1549,32,7.0,1,3,Regular
1550,55,90.0,2,2,Regular
1551,26,90.0,1,2,Regular
1552,29,30.0,1,2,Regular
1553,49,30.0,2,2,Regular
1554,45,90.0,1,2,Regular
1555,48,14.0,2,3,Regular
1556,47,90.0,2,2,Regular
1557,57,90.0,2,2,Regular
1558,34,90.0,1,2,Regular
1559,75,90.0,3,2,Regular
1560,94,14.0,3,3,High Value
1561,84,7.0,3,3,High Value
1562,38,90.0,1,2,Regular
1563,75,14.0,3,3,High Value
1564,44,7.0,1,3,Regular
1565,33,90.0,1,2,Regular
1566,93,365.0,3,1,At Risk
1567,99,14.0,3,3,High Value
1568,33,30.0,1,2,Regular
1569,76,30.0,3,2,Regular
1570,63,7.0,2,3,Regular
1571,41,90.0,1,2,Regular
1572,88,14.0,3,3,High Value
1573,92,30.0,3,2,Regular
1574,31,7.0,1,3,Regular
1575,25,14.0,1,3,Regular
1576,28,14.0,1,3,Regular
1577,75,30.0,3,2,Regular
1578,34,14.0,1,3,Regular
1579,97,90.0,3,2,Regular
1580,80,30.0,3,2,Regular
1581,71,365.0,2,1,At Risk
1582,77,90.0,3,2,Regular
1583,41,30.0,1,2,Regular
1584,92,365.0,3,1,At Risk
1585,95,90.0,3,2,Regular
1586,25,14.0,1,3,Regular
1587,77,7.0,3,3,High Value
1588,99,14.0,3,3,High Value
1589,24,30.0,1,2,Regular
1590,72,7.0,2,3,Regular
1591,80,365.0,3,1,At Risk
1592,100,365.0,3,1,At Risk
1593,83,90.0,3,2,Regular
1594,95,30.0,3,2,Regular
1595,41,14.0,1,3,Regular
1596,35,14.0,1,3,Regular
1597,30,30.0,1,2,Regular
1598,21,90.0,1,2,Regular
1599,85,14.0,3,3,High Value
1600,54,14.0,2,3,Regular
1601,26,7.0,1,3,Regular
1602,59,30.0,2,2,Regular
1603,48,14.0,2,3,Regular
1604,98,14.0,3,3,High Value
1605,92,90.0,3,2,Regular
1606,46,14.0,2,3,Regular
1607,21,14.0,1,3,Regular
1608,72,90.0,2,2,Regular
1609,58,14.0,2,3,Regular
1610,93,30.0,3,2,Regular
1611,31,365.0,1,1,At Risk
1612,26,30.0,1,2,Regular
1613,68,30.0,2,2,Regular
1614,31,14.0,1,3,Regular
1615,41,14.0,1,3,Regular
1616,62,14.0,2,3,Regular
1617,41,90.0,1,2,Regular
1618,64,14.0,2,3,Regular
1619,72,90.0,2,2,Regular
1620,78,14.0,3,3,High Value
1621,47,90.0,2,2,Regular
1622,46,14.0,2,3,Regular
1623,43,90.0,1,2,Regular
1624,58,365.0,2,1,At Risk
1625,32,90.0,1,2,Regular
1626,45,14.0,1,3,Regular
1627,35,14.0,1,3,Regular
1628,21,365.0,1,1,At Risk
1629,64,30.0,2,2,Regular
1630,88,90.0,3,2,Regular
1631,48,90.0,2,2,Regular
1632,36,14.0,1,3,Regular
1633,28,90.0,1,2,Regular
1634,80,14.0,3,3,High Value
1635,23,90.0,1,2,Regular
1636,24,365.0,1,1,At Risk
1637,22,14.0,1,3,Regular
1638,21,14.0,1,3,Regular
1639,51,7.0,2,3,Regular
1640,65,365.0,2,1,At Risk
1641,51,7.0,2,3,Regular
1642,32,90.0,1,2,Regular
1643,70,14.0,2,3,Regular
1644,77,30.0,3,2,Regular
1645,90,30.0,3,2,Regular
1646,36,90.0,1,2,Regular
1647,77,90.0,3,2,Regular
1648,78,90.0,3,2,Regular
1649,69,30.0,2,2,Regular
1650,63,90.0,2,2,Regular
1651,36,14.0,1,3,Regular
1652,80,30.0,3,2,Regular
1653,35,14.0,1,3,Regular
1654,93,14.0,3,3,High Value
1655,25,90.0,1,2,Regular
1656,81,30.0,3,2,Regular
1657,42,90.0,1,2,Regular
1658,36,14.0,1,3,Regular
1659,66,7.0,2,3,Regular
1660,37,365.0,1,1,At Risk
1661,45,30.0,1,2,Regular
1662,86,90.0,3,2,Regular
1663,24,14.0,1,3,Regular
1664,22,14.0,1,3,Regular
1665,53,7.0,2,3,Regular
1666,41,30.0,1,2,Regular
1667,64,365.0,2,1,At Risk
1668,40,90.0,1,2,Regular
1669,33,14.0,1,3,Regular
1670,59,90.0,2,2,Regular
1671,73,7.0,2,3,Regular
1672,22,7.0,1,3,Regular
1673,73,90.0,2,2,Regular
1674,62,14.0,2,3,Regular
1675,56,14.0,2,3,Regular
1676,90,365.0,3,1,At Risk
1677,44,7.0,1,3,Regular
1678,35,7.0,1,3,Regular
1679,71,14.0,2,3,Regular
1680,52,14.0,2,3,Regular
1681,37,365.0,1,1,At Risk
1682,95,14.0,3,3,High Value
1683,97,14.0,3,3,High Value
1684,57,90.0,2,2,Regular
1685,93,7.0,3,3,High Value
1686,48,14.0,2,3,Regular
1687,75,365.0,3,1,At Risk
